Virtual User Script started at: 16-Oct-25 2:53:07 PM	[MsgId: MMSG-15967]
AddToCard.c(38): lr_think_time: 4.22 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
AddToCard.c(40): Notify: Transaction "PetStore_SelectProductId_T02" started.	[MsgId: MMSG-16999]
AddToCard.c(43): Notify: Parameter Substitution: parameter "productId_count" =  "2"	[MsgId: MMSG-13992]
AddToCard.c(44): Notify: Parameter Substitution: parameter "productId_2" =  "AV-SB-02"	[MsgId: MMSG-13992]
AddToCard.c(46): Notify: Saving Parameter "RandproductId = AV-SB-02".	[MsgId: MMSG-13798]
AddToCard.c(47): Notify: Parameter Substitution: parameter "RandproductId" =  "AV-SB-02"	[MsgId: MMSG-13992]
AddToCard.c(47): Random category selected in Action2 = AV-SB-02	[MsgId: MMSG-17999]
AddToCard.c(49): web_reg_find started  	[MsgId: MMSG-26355]
AddToCard.c(49): Notify: Parameter Substitution: parameter "RandproductId" =  "AV-SB-02"	[MsgId: MMSG-13992]
AddToCard.c(49): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
AddToCard.c(51): web_reg_save_param_regexp started  	[MsgId: MMSG-26355]
AddToCard.c(51): Registering web_reg_save_param_regexp was successful  	[MsgId: MMSG-26390]
AddToCard.c(58): web_link("{RandproductId}") started  	[MsgId: MMSG-26355]
AddToCard.c(58): Notify: Parameter Substitution: parameter "RandproductId" =  "AV-SB-02"	[MsgId: MMSG-13992]
AddToCard.c(58): Linking to "https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-SB-02", Target Frame=""  	[MsgId: MMSG-27994]
AddToCard.c(58): Resource "https://petstore.octoperf.com/css/jpetstore.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(58): Resource "https://petstore.octoperf.com/images/logo-topbar.svg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(58): Resource "https://petstore.octoperf.com/images/cart.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(58): Resource "https://petstore.octoperf.com/images/separator.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(58): Resource "https://petstore.octoperf.com/images/sm_fish.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(58): Resource "https://petstore.octoperf.com/images/sm_dogs.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(58): Resource "https://petstore.octoperf.com/images/sm_reptiles.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(58): Resource "https://petstore.octoperf.com/images/sm_cats.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(58): Resource "https://petstore.octoperf.com/images/sm_birds.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(58): Resource "https://petstore.octoperf.com/images/banner_fish.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(58): Notify: Saving Parameter "itemId_1 = EST-19".	[MsgId: MMSG-13798]
AddToCard.c(58): Notify: Saving Parameter "itemId_count = 1".	[MsgId: MMSG-13798]
AddToCard.c(58): Registered web_reg_find successful for "Text=AV-SB-02" (count=1)  	[MsgId: MMSG-26364]
AddToCard.c(58): web_link("{RandproductId}") was successful, 3778 body bytes, 225 header bytes  	[MsgId: MMSG-26386]
AddToCard.c(63): Notify: Transaction "PetStore_SelectProductId_T02" ended with a "Pass" status (Duration: 0.1268 Wasted Time: 0.0005).	[MsgId: MMSG-16871]
AddToCard.c(65): lr_think_time: 3.43 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
AddToCard.c(67): Notify: Transaction "PetStore_SelectItemId_T03" started.	[MsgId: MMSG-16999]
AddToCard.c(71): Notify: Parameter Substitution: parameter "itemId_count" =  "1"	[MsgId: MMSG-13992]
AddToCard.c(72): Notify: Parameter Substitution: parameter "itemId_1" =  "EST-19"	[MsgId: MMSG-13992]
AddToCard.c(74): Notify: Saving Parameter "RanditemId = EST-19".	[MsgId: MMSG-13798]
AddToCard.c(75): Notify: Parameter Substitution: parameter "RanditemId" =  "EST-19"	[MsgId: MMSG-13992]
AddToCard.c(75): Random category selected in Action2 = EST-19	[MsgId: MMSG-17999]
AddToCard.c(77): web_reg_find started  	[MsgId: MMSG-26355]
AddToCard.c(77): Notify: Parameter Substitution: parameter "RanditemId" =  "EST-19"	[MsgId: MMSG-13992]
AddToCard.c(77): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
AddToCard.c(79): web_link("{RanditemId}") started  	[MsgId: MMSG-26355]
AddToCard.c(79): Notify: Parameter Substitution: parameter "RanditemId" =  "EST-19"	[MsgId: MMSG-13992]
AddToCard.c(79): Linking to "https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-19", Target Frame=""  	[MsgId: MMSG-27994]
AddToCard.c(79): Resource "https://petstore.octoperf.com/css/jpetstore.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(79): Resource "https://petstore.octoperf.com/images/logo-topbar.svg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(79): Resource "https://petstore.octoperf.com/images/cart.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(79): Resource "https://petstore.octoperf.com/images/separator.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(79): Resource "https://petstore.octoperf.com/images/sm_fish.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(79): Resource "https://petstore.octoperf.com/images/sm_dogs.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(79): Resource "https://petstore.octoperf.com/images/sm_reptiles.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(79): Resource "https://petstore.octoperf.com/images/sm_cats.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(79): Resource "https://petstore.octoperf.com/images/sm_birds.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(79): Found resource "https://petstore.octoperf.com/images/bird1.gif" in HTML "https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-19"  	[MsgId: MMSG-26659]
AddToCard.c(79): Resource "https://petstore.octoperf.com/images/banner_fish.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(79): Registered web_reg_find successful for "Text=EST-19" (count=2)  	[MsgId: MMSG-26364]
AddToCard.c(79): web_link("{RanditemId}") was successful, 15764 body bytes, 511 header bytes  	[MsgId: MMSG-26386]
AddToCard.c(84): Notify: Transaction "PetStore_SelectItemId_T03" ended with a "Pass" status (Duration: 0.2505 Wasted Time: 0.0000).	[MsgId: MMSG-16871]
AddToCard.c(86): lr_think_time: 4.70 seconds (recorded think time was 5.00 seconds).	[MsgId: MMSG-15947]
AddToCard.c(88): Notify: Transaction "PetStore_AddToCard_T04" started.	[MsgId: MMSG-16999]
AddToCard.c(90): web_reg_find started  	[MsgId: MMSG-26355]
AddToCard.c(90): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
AddToCard.c(94): web_link("Add to Cart") started  	[MsgId: MMSG-26355]
AddToCard.c(94): Linking to "https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-19", Target Frame=""  	[MsgId: MMSG-27994]
AddToCard.c(94): Resource "https://petstore.octoperf.com/css/jpetstore.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(94): Resource "https://petstore.octoperf.com/images/logo-topbar.svg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(94): Resource "https://petstore.octoperf.com/images/cart.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(94): Resource "https://petstore.octoperf.com/images/separator.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(94): Resource "https://petstore.octoperf.com/images/sm_fish.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(94): Resource "https://petstore.octoperf.com/images/sm_dogs.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(94): Resource "https://petstore.octoperf.com/images/sm_reptiles.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(94): Resource "https://petstore.octoperf.com/images/sm_cats.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(94): Resource "https://petstore.octoperf.com/images/sm_birds.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(94): Resource "https://petstore.octoperf.com/images/banner_fish.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
AddToCard.c(94): Registered web_reg_find successful for "Text=Shopping Cart" (count=1)  	[MsgId: MMSG-26364]
AddToCard.c(94): web_link("Add to Cart") was successful, 4632 body bytes, 225 header bytes  	[MsgId: MMSG-26386]
AddToCard.c(99): Notify: Transaction "PetStore_AddToCard_T04" ended with a "Pass" status (Duration: 0.1281 Wasted Time: 0.0000).	[MsgId: MMSG-16871]
Ending action AddToCard.	[MsgId: MMSG-15918]
Action was aborted.	[MsgId: MMSG-10694]
Ending Vuser...	[MsgId: MMSG-15966]
Starting action vuser_end.	[MsgId: MMSG-15919]
vuser_end.c(4): Notify: Transaction "PetStore_SignOut_T01" started.	[MsgId: MMSG-16999]
vuser_end.c(6): web_reg_find started  	[MsgId: MMSG-26355]
vuser_end.c(6): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
vuser_end.c(9): web_url("Account.action_2") started  	[MsgId: MMSG-26355]
vuser_end.c(9): Redirecting "https://petstore.octoperf.com/actions/Account.action?signoff=" (redirection depth is 0)  	[MsgId: MMSG-26694]
vuser_end.c(9): To location "https://petstore.octoperf.com/actions/Catalog.action"  	[MsgId: MMSG-26693]
vuser_end.c(9): Resource "https://petstore.octoperf.com/css/jpetstore.css" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/logo-topbar.svg" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/cart.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/separator.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/sm_fish.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/sm_dogs.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/sm_reptiles.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/sm_cats.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/sm_birds.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/fish_icon.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/dogs_icon.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/cats_icon.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/reptiles_icon.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/birds_icon.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Resource "https://petstore.octoperf.com/images/splash.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
vuser_end.c(9): Registered web_reg_find successful for "Text=Sign In" (count=1)  	[MsgId: MMSG-26364]
vuser_end.c(9): web_url("Account.action_2") was successful, 4736 body bytes, 518 header bytes  	[MsgId: MMSG-26386]
vuser_end.c(18): Notify: Transaction "PetStore_SignOut_T01" ended with a "Pass" status (Duration: 0.2516 Wasted Time: 0.0000).	[MsgId: MMSG-16871]
vuser_end.c(20): Script Exection done sucessfully	[MsgId: MMSG-17999]
vuser_end.c(21): web_cache_cleanup started  	[MsgId: MMSG-26355]
vuser_end.c(21): web_cache_cleanup was successful  	[MsgId: MMSG-26392]
vuser_end.c(22): web_cleanup_cookies started  	[MsgId: MMSG-26355]
vuser_end.c(22): web_cleanup_cookies was successful  	[MsgId: MMSG-26392]
Ending action vuser_end.	[MsgId: MMSG-15918]
Vuser Terminated.	[MsgId: MMSG-15963]
Vuser 0 (thread 6940), ended OK."	[MsgId: MMSG-10695]
